,title,body,date,news
85,"'전지적참견시점' 구혜선, 식초 해장국 먹방→작업실 일상까지 '...","칼날보다 얇은 0호 붓으로 그린 섬세화부터 직접 작곡한 곡의 피아노 연주, 중간고사 과제 등 구혜선의 다재다능 작업실 라이프가 눈길을 끌었다. 하지만 집중 모드도 잠시...", 17시간전 , 스포츠동아 
86,"대면 수업 늘어난 대학가..""반갑지만 방역 괜찮을까?""",[앵커] 2학기 중간고사가 끝난 이후 대학가에선 대면 수업을 시행하는 학교들이 조금씩 늘고 있습니다. 오랜만에 강의실을 찾은 학생들은 캠퍼스 생활을 반가워하면서도..., 2020.11.07 , YTN 
87,"""작품 한 점에 5000만원 판매""..구혜선, 작가의 삶 공개","몰두하는 모습을 보여줬다. 구혜선은 이 공간에서 직접 작업한 피아노 연주, 중간 고사 과제, 그림 작업 등을 하는 것으로 전해졌다. 구혜선은 ""프랑스에서 열린 전시회에서...", 23시간전 , SBS funE 
88,"효과적인 내신 성적 관리, 중등인강으로 '중간고사 대비부터 시작'",ⓒ천재교과서 곧 중학교 중간고사 기간이 다가온다. 학교에 따라 시험을 생략하고 남은 수행평가와 기말고사로 내신성적을 산출하는 학교도 있지만 시험을 치르는 중학교도..., 2020.09.09 , 데일리안 
89,"언택트 수학 '수학싸부', 2학기 중간고사 수학 성적 올리는 법 공개",모두 도와준다”고 전했다. 이에 수학싸부에서는 막막해하는 학생들을 위해 2학기 중간고사 수학 성적을 올리는 효과적인 방법을 소개했다. ‘주간 학습 꼼꼼 체크’ 서비스..., 2020.09.29 , 데일리시큐 
90,"""남친 있었다""..'전참시' 구혜선, 작업실→'꽃남' 生리얼 일상 공...","칼날보다 얇은 0호 붓으로 그린 섬세화부터 직접 작곡한 곡의 피아노 연주, 중간고사 과제 등 구혜선의 다재다능 작업실 라이프가 눈길을 끌었다. 앞서 프랑스에서 열린...", 2020.11.08 , 텐아시아 
91,"수학인강 세븐에듀, 고1·고2를 위해 2학기 ‘중간고사 만점전략...",24일 밝혔다. 코로나19 사태로 학업 공백이 생긴 학생들에게는 다가오는 중간고사는 큰 부담이다. 이에 세븐에듀에서는 고1·고2 학생들이 얼마 남지 않은 중간고사를 효율...,,
92,"'전참시' 구혜선, 재능 부자의 작업실 라이프..'동시간대 1위'[E!...","칼날보다 얇은 0호 붓으로 그린 섬세화부터 직접 작곡한 곡의 피아노 연주, 중간고사 과제 등 구혜선의 다재다능 작업실 라이프가 눈길을 끌었다. 하지만 집중 모드도 잠시...", 22시간전 , 스포츠한국 
93,"'전지적 참견 시점' 구혜선 소속사 대표X매니저, 알고보니 父子사이","칼날보다 얇은 0호 붓으로 그린 섬세화부터 직접 작곡한 곡의 피아노 연주, 중간고사 과제 등 구혜선의 다재다능 작업실 라이프가 눈길을 끌었다. 하지만 집중 모드도 잠시...", 23시간전 , MK스포츠 
94,"'전참시' 구혜선, 리얼한 일상 공개..최고 시청률 7.4% '동시간대...","칼날보다 얇은 0호 붓으로 그린 섬세화부터 직접 작곡한 곡의 피아노 연주, 중간고사 과제 등 구혜선의 다재다능 작업실 라이프가 눈길을 끌었다. 하지만 집중 모드도 잠시...", 23시간전 , 스포츠투데이 
95,"'전지적 참견 시점' 구혜선, 식초 해장국 먹방→작업실 일상까지","칼날보다 얇은 0호 붓으로 그린 섬세화부터 직접 작곡한 곡의 피아노 연주, 중간고사 과제 등 구혜선의 다재다능 작업실 라이프가 눈길을 끌었다. 하지만 집중 모드도 잠시...", 23시간전 , MBN 
