,title,body,date,news
0,"[윤영준의 입시노트]긴급이슈, 서울대학교 '2023 신입학생 입학전...",2학기 기말고사까지 모집단위 관련 교과목을 충실히 이수하고 수업시간에 적극적으로 참여해 평가에서 우수한 성적을 받을 수 있도록 해야 한다. # 정시 지역균형전형 신설..., 2020.11.04 , 여성경제신문 
1,"포항대학교, 기말고사 치르는 학생들에게 간식 지원",포항대학교는 지난 7일 기말고사기간을 맞아 교내 평보도서관 북카페에서 학생들에게 간식을 지원했다., 2020.07.09 , 경북매일 
2,대학교 기말고사 대면-비대면 여부 두고 대학들 고심,도내 대학들의 1학기 기말고사가 코앞으로 다가오면서 대면 시험을 두고 각 학교들이...진행하는 것으로 알려졌다. 전북대학교 A교수는 “비대면의 경우에는 변별력을..., 2020.06.14 , 전북도민일보 
3,"[인공지능시대 미래교육] 시험, 언제까지 펜으로?...""디지털 시험...",2학기 기말고사는 기존과는 다른 새로운 방식으로 진행해 보았습니다. 배운 내용을 머릿속에 담아두는 것이 아닌 영상발표를 통해 지식을 전달하는 능력을 기르는 교육법은..., 2020.11.04 , 에듀인뉴스 
4,[포토뉴스] 계명대학교 기말고사 대면시험...밀집도 줄여 2주간에...,23일 계명대학교 강의실에서 치러진 기말고사 교양과목 초급 독일어 대면시험에서 학생들이 거리두기를 하며 시험 준비를 하고 있다. 계명대는 학생들의 시험 공정성과..., 2020.06.24 , 매일신문 
5,"세계를 향한 문화 발신지, 계원예술대학교",예술대학교(총장 송수근)는 1993년 설립 이래 국내 유일의 예술 디자인 교육 특성화 대학으로서 ‘예술·디자인·과학기술의 융합을 통한 창조적 문화산업의 리더 양성..., 2020.10.29 , 대학저널 
6,"정재승 ""ABC 학점 없앤 이유? 줄세우면 어차피 AI가 1등""","고등학교, 대학교까지 모두, 우리 모두는 머릿속에 똑같은 지식을 집어넣고 중간고사, 기말고사로 점수를 토해내게 하고 실수 없이 외우라고 하고 그걸로 한 줄 세우고 대학...", 2020.10.23 , 노컷뉴스 
7,숭실대 중간고사 이후도 전면 비대면..올해는 비대면으로만,비대면 수업을 지속하기로 했다. 숭실대학교는 6일 교무위원회를 열고 2학기 중간고사...수 있도록 했다. 한편 2학기 중간·기말고사와 관련해 숭실대는 시험방법을 교원..., 2020.10.06 , 뉴스1 
8,군산대학교 아침밥이 1천 원인 이유,군산대학교에서 시험 기간 학생들에게 아침밥이 1천 원에 제공된다.해마다 중간고사와 기말고사 동안 학생들의 건강한 대학 생활을 지원하기 위해 `따뜻한 천원의 아침밥..., 2020.10.20 , 전라일보 
9,"이화여대, 중간고사 기간 ‘든든한 이화사랑’ 행사 개최",여자대학교는 19일 중간고사 시험기간 동안 재학생들에게 간식을 제공하는 ‘든든한 이화사랑’ 프로그램을 실시했다. ‘든든한 이화사랑’은 2006년 도입 이후부터 학생들..., 2020.10.19 , 에듀인뉴스 
10,"[윤영준의 입시노트]긴급이슈, 서울대학교 '2023 신입학생 입학전...",2학기 기말고사까지 모집단위 관련 교과목을 충실히 이수하고 수업시간에 적극적으로 참여해 평가에서 우수한 성적을 받을 수 있도록 해야 한다. # 정시 지역균형전형 신설..., 2020.11.04 , 여성경제신문 
11,"포항대학교, 기말고사 치르는 학생들에게 간식 지원",포항대학교는 지난 7일 기말고사기간을 맞아 교내 평보도서관 북카페에서 학생들에게 간식을 지원했다., 2020.07.09 , 경북매일 
12,대학교 기말고사 대면-비대면 여부 두고 대학들 고심,도내 대학들의 1학기 기말고사가 코앞으로 다가오면서 대면 시험을 두고 각 학교들이...진행하는 것으로 알려졌다. 전북대학교 A교수는 “비대면의 경우에는 변별력을..., 2020.06.14 , 전북도민일보 
13,"[인공지능시대 미래교육] 시험, 언제까지 펜으로?...""디지털 시험...",2학기 기말고사는 기존과는 다른 새로운 방식으로 진행해 보았습니다. 배운 내용을 머릿속에 담아두는 것이 아닌 영상발표를 통해 지식을 전달하는 능력을 기르는 교육법은..., 2020.11.04 , 에듀인뉴스 
14,[포토뉴스] 계명대학교 기말고사 대면시험...밀집도 줄여 2주간에...,23일 계명대학교 강의실에서 치러진 기말고사 교양과목 초급 독일어 대면시험에서 학생들이 거리두기를 하며 시험 준비를 하고 있다. 계명대는 학생들의 시험 공정성과..., 2020.06.24 , 매일신문 
15,"세계를 향한 문화 발신지, 계원예술대학교",예술대학교(총장 송수근)는 1993년 설립 이래 국내 유일의 예술 디자인 교육 특성화 대학으로서 ‘예술·디자인·과학기술의 융합을 통한 창조적 문화산업의 리더 양성..., 2020.10.29 , 대학저널 
16,"정재승 ""ABC 학점 없앤 이유? 줄세우면 어차피 AI가 1등""","고등학교, 대학교까지 모두, 우리 모두는 머릿속에 똑같은 지식을 집어넣고 중간고사, 기말고사로 점수를 토해내게 하고 실수 없이 외우라고 하고 그걸로 한 줄 세우고 대학...", 2020.10.23 , 노컷뉴스 
17,숭실대 중간고사 이후도 전면 비대면..올해는 비대면으로만,비대면 수업을 지속하기로 했다. 숭실대학교는 6일 교무위원회를 열고 2학기 중간고사...수 있도록 했다. 한편 2학기 중간·기말고사와 관련해 숭실대는 시험방법을 교원..., 2020.10.06 , 뉴스1 
18,군산대학교 아침밥이 1천 원인 이유,군산대학교에서 시험 기간 학생들에게 아침밥이 1천 원에 제공된다.해마다 중간고사와 기말고사 동안 학생들의 건강한 대학 생활을 지원하기 위해 `따뜻한 천원의 아침밥..., 2020.10.20 , 전라일보 
19,"이화여대, 중간고사 기간 ‘든든한 이화사랑’ 행사 개최",여자대학교는 19일 중간고사 시험기간 동안 재학생들에게 간식을 제공하는 ‘든든한 이화사랑’ 프로그램을 실시했다. ‘든든한 이화사랑’은 2006년 도입 이후부터 학생들..., 2020.10.19 , 에듀인뉴스 
20,"이화여대, '든든한 이화사랑' 프로그램 실시",여자대학교는 19일 중간고사 시험기간 동안 재학생들에게 간식을 제공하는 ‘든든한 이화사랑’ 프로그램을 실시했다. ‘든든한 이화사랑’은 2006년 도입 이후부터 학생들..., 2020.10.19 , 파이낸셜뉴스 
21,"""100쇄 찍은 <라틴어 수업>, 천 부도 안 팔린다 했었죠""","이거는 기말고사 성적에는 포함되지 않는다. ◇ 김현정> 아, 기분 좋게. ◆ 한동일> 왜냐하면 공부를 잘하는 방법이 여러 가지가 있을 수 있겠지만 아주 한 번의 짧은 기억...", 2020.10.13 , 노컷뉴스 
22,경북 교사들 도덕적 기강해이 도 넘었다,"된 것으로 드러났다, 19일 대구 경북대학교 글로벌플라자에서 열린 대구.경북.강원도...교사 C씨는 지난해 8월 시행한 기말고사에서 사회․문화 과목 총 23문항 중 20문항...", 2020.10.19 , 더팩트 
23,확진자 속출 대전 지역 대학들 현행 수업방식 유지키로,호남대학교가 12일 제한적 대면수업을 하고 있다.(호남대 제공)2020.10.12/뉴스1 © News...대면으로 실시하기로 했다. 중간고사는 교수 재량으로 대면·비대면을 선택할 수..., 2020.10.14 , 뉴스1 
24,"호남대, 10월 12일부터 '제한적 대면수업'",홍보대사 학생들이 소독용 물티슈와 호남대학교 웹툰캐릭터 호덕이 스티커를 나눠주는...예정이다. 시험평가도 중간고사는 생략하고 기말고사를 실시하되 대면시험을 원칙..., 2020.10.12 , 노컷뉴스 
25,"기말고사 코 앞인데.. 대학가, 대면·비대면시험 놓고 '시끌시끌'",대학교 기말고사 기간이 가까워지며 시험방식을 두고 논란이 뜨겁다. 코로나19 확진판정을 받은 학생들이 대면시험을 치른 것으로 알려진 가천대학교 사례와 온라인 시험...,,
26,"""아빠 직업이 뭐니?"".. 서울대 등 '학종 불공정' 대거 적발","여자대학교에서 수험생들이 시험을 마치고 고사장을 빠져나오고 있다. /사진=뉴스1 서울대, 고려대 등 주요 6개 대학이 학생부종합전형(학종)을 평가하는 과정에서 불공정...", 2020.10.14 , 머니S 
27,호남대 3개 단과대 '제한적 대면수업' 시작,"호남대학교가 제한적 비대면 수업에 돌입했다. 호남대는 12일부터 보건과학대학과 인문사회대학, 경영대학 등 3개 단과대학에서 제한적 대면수업을 시작했다고 밝혔다. 대면...", 2020.10.12 , 뉴스1 
28,"호남대, 12일부터 '제한적 대면수업' 실시","호남대학교는 코로나19 재확산으로 비대면과 대면을 병행하는 '블렌디드 수업'을 원칙으로 2학기 수업을 진행하고 있는 가운데, 12일부터 보건과학대학과 인문사회대학...", 2020.10.12 , 머니S 
29,기말고사 기간 대학교 안 커피숍 북적,(부산=연합뉴스) 손형주 기자 = 17일 오후 부산 금정구 부산대학교에서 학생들이 학교 안 커피숍에서 기말고사 공부를 하고 있다. 1학기 비대면 수업이 진행되고 있는 부산..., 2020.06.17 , 연합뉴스 
30,"대전대, 2학기 일부 실험·실습·실기과목 대면수업 실시",대전대학교가 올해 2학기 일부 실험·실습·실기 교과목에 한해 대면수업을 실시한다고...공정한 시험평가를 위해 중간고사와 기말고사는 대면 평가로 실시한다. 코로나19..., 2020.10.12 , 머니투데이 
31,"학종 불공정 사례 무더기 적발..""학종=부모전형, 수능으로 다 뽑자""","여자대학교에서 수험생들이 시험을 마치고 고사장을 빠져나오고 있다. 기사 내용과 직접 관련 없음. 2020.10.11/ 사진 = 뉴스 1 서울대, 고려대 등 주요 6개 대학이 학생부...", 2020.10.14 , 머니투데이 
32,"경남정보대학교 총학생회, 기말고사 앞두고 ‘클린캠퍼스 캠페인...",경남정보대학교 총학생회는 6월 17일 기말고사를 앞두고 학생들의 안전을 위협하는 코로나19 바이러스 퇴치를 위해 ‘클린캠퍼스 캠페인’을 열고 강의실과 휴식공간 등..., 2020.06.17 , 부산일보 
33,"이화여대, ‘든든한 이화사랑’ 행사 개최",여자대학교(총장 김혜숙)가 19일 중간고사 시험기간 동안 재학생들에게 간식을 제공하는 ‘든든한 이화사랑’ 프로그램을 실시했다. ‘든든한 이화사랑’은 2006년 도입..., 2020.10.19 , 한국대학신문 
34,한국외대 기말고사 집단 부정행위…오픈채팅방서 정답 공유,[서울=뉴스핌] 이정화 기자 = 한국외국어대학교 기말고사에서 학생들이 집단으로 부정행위를 한 것으로 드러났다. 신종 코로나바이러스 감염증(코로나19) 여파에 따른..., 2020.06.23 , 뉴스핌 
35,"""대학가 기말고사 코앞""..대면·비대면 두고 시끌시끌",달 전쯤부터 실기·실습 과목에 대해서만 등교 수업을 진행하고 있는 경희대학교. 하지만 기말고사는 모든 과목을 대면으로 하겠다고 발표하자 학생들은 일방적인 결정..., 2020.06.07 , YTN 
36,박희진 “길어진 방구석 생활? 다음 플랜을 짜야할 때!”,"고사나 기말고사를 본다면, 기술적 문제 등의 다양한 상황으로 인하여 오픈 테스트 형식으로 치르거나 학생들의 양심에 맡겨 진행할 수밖에 없는 것입니다.그래서 사회는...",,
37,"대면이냐, 비대면이냐..기말고사 앞둔 대학생들","수 있기 때문에 그런 부분들은 많이 해결할 수 있다…"" 코 앞으로 다가온 대학교의 기말고사. 대면 시험을 앞둔 학생도, 비대면 시험을 준비하는 학생도 각자의 고민이 깊어...", 2020.06.02 , 연합뉴스TV 
38,"부천대학교, 기말고사 응원 간식 나눔 이벤트 진행","17일 꿈집, 한길관 1층 로비에서 3일간 기말고사 응원 간식 나눔 이벤트를 실시했다고...바란다”라고 말했다. 한편 부천대학교는 도서관 열람실 24시간 개방을 통해 학생...", 2019.12.18 , 한국대학신문 
39,"[시론] ""A교수님 수업은 미뤄뒀다가 한꺼번에 들어요""","김창희 인천대학교 경영학부 교수 'A 교수님 XXX 수업 강의 밀린 것 저뿐인가요?' 필자...들어요.' '네, 저도 다 밀려 있어요. 기말고사 전엔 들으려고요.' 등의 댓글이...",,
40,700명 채팅방 '기말고사 커닝'..헌법 수강생은 부정모의(종합),"© News1 DB (서울=뉴스1) 황덕현 기자,이상학 기자 = 한국외국어대학교 온라인 강의 기말고사에서 700여명이 가담한 '집단 부정행위'가 발생한 데 이어 중앙대에서도 법학을...", 2020.06.23 , 뉴스1 
41,"와이즈유, 대면 기말고사 응원 이벤트 실시",와이즈유(영산대학교)는 최근 기말고사를 치르는 재학생을 위해 '기말고사 응원 이벤트'를 진행했다고 16일 밝혔다. 와이즈유 대학혁신지원사업단과 대학일자리센터은 양산..., 2020.06.16 , 머니투데이 
42,"[뉴스하이킥] 이수정 ""조두순, 같이 사는 아내에게도 위험.. 보호...",땐가요. 대학교 때인가 이 영화 나왔는데 완전히 정말 남자들을 공포로 몰아넣은. ◎ 이수정 > 여자가 무서울 수 있다 라는 표본을 보여준. 그렇습니다. ◎ 진행자 > 역시..., 2020.10.03 , MBC 
43,"세종대학교 2020-1학기 기말고사, “철저한 방역을 통한 안전한 ...",한상형 기자] 세종대학교(총장 배덕효)는 지난 6월 22일부터 26일까지 2020-1학기 기말고사 기간을 맞아 대면 및 비대면 시험을 실시했다고 지난 30일 밝혔다.세종대는 최근..., 2020.07.04 , 한국강사신문 
44,'익산'서 확진자 발생..기말고사 중이던 '원광대' 대면시험 중단,치르던 원광대가 대면시험 중지 결정을 내렸다. 전북 익산 소재 원광대학교는 26일 '기말고사 대면시험 중지 안내'를 통해 오는 29일부터 예정된 모든 기말고사 과목을 대상..., 2020.06.26 , 뉴스1 
45,"호남대, 10월 12일부터 ‘제한적 대면수업’",변동될 수도 있다. 호남대학교는 이날 등교하는 학생들을 위해 정문에서 홍보대사 학생...예정이다. 시험평가도 중간고사는 생략하고 기말고사를 실시하되 대면시험을 원칙..., 2020.10.12 , 톡톡뉴스 
46,"호남대, 10월 12일부터 ‘제한적 대면수업’",홍보대사 학생들이 소독용 물티슈와 호남대학교 웹툰캐릭터 호덕이 스티커를 나눠주는...예정이다. 시험평가도 중간고사는 생략하고 기말고사를 실시하되 대면시험을 원칙..., 2020.10.12 , 광주드림 
47,"호남대, 10월 12일부터 ‘제한적 대면수업’ 실시",따라 변동될 수도 있다.호남대학교는 이날 등교하는 학생들을 위해 정문에서 홍보대사...시험평가도 중간고사는 생략하고 기말고사를 실시하되 대면시험을 원칙으로 교수..., 2020.10.12 , 위키트리 
48,"세종대, (비)대면 기말고사 진행..방역수칙 준수",세종대학교는 최근 대면·비대면 기말고사를 실시했다고 30일 밝혔다. 앞서 세종대는 코로나19 감염 확산에 따라 이번 기말고사를 비대면 온라인 시험으로 진행할 예정..., 2020.06.30 , 머니투데이 
49,"울산대 공대학생회, 기말고사 기간 발열체크 봉사",사진=울산대 제공)photo@newsis.com [울산=뉴시스]구미현 기자 = 울산대학교 공과대학학생회가 기말고사 기간에 재학생의 신종 코로나바이러스 감염증(코로나19) 감염 방지..., 2020.06.24 , 뉴시스 
50,"대전대, 2학기 일부 실험·실습·실기 교과목 대면 수업실시",[충청신문=대전] 조수인 기자 = 대전대학교가 올해 2학기 수업 방식을 일부 조정했다...공정한 시험평가를 위해 중간고사와 기말고사는 대면 평가로 진행된다”며 “코로나..., 2020.10.12 , 충청신문 
51,호남대 12일부터 '제한적 대면수업',홍보대사 학생들이 소독용 물티슈와 호남대학교 웹툰캐릭터 호덕이 스티커를 나눠주는...예정이다. 시험평가도 중간고사는 생략하고 기말고사를 실시하되 대면시험을 원칙..., 2020.10.12 , 베리타스알파 
52,"서울대생들 ""코로나19 재유행..기말고사 대면시험 위험""",실시 요구 (서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 최대영 총학생회 직무대행이 코로나19..., 2020.06.05 , 연합뉴스 
53,"대전대, 2학기 일부 교과목 대면수업 실시",[대학저널 이승환 기자] 대전대학교가 2학기 수업 방식을 일부 조정했다. 코로나19 사태...시험평가를 위해 중간고사와 기말고사는 대면 평가로 진행된다”며 “코로나19의..., 2020.10.12 , 대학저널 
54,"안산대학교, 대면시험 학생들을 위한 기말고사 ‘A+간식타임’ 이...","▲ 인천일보, INCHEONILBO 안산대학교는 기말고사 기간을 맞아 대면으로 시험을 치르는 학생들을 응원하기 위해 발열 체크, 학생 간 거리 두기 등 방역수칙을 철저히 지킨...", 2020.07.01 , 인천일보 
55,“등록금 다시 조정해달라”...코로나 비대면 수업에 학생들 볼멘...,"신입생들 역시 비슷한 상황이다. 경성대학교 전자공학과 양세빈(23, 경남 김해시) 부...새내기 대학생은 “지난 학기 기말고사를 제외하곤 학교에 가본 적이 없다”며...", 2020.10.13 , 시빅뉴스 
56,"호남대, 12일부터 ‘제한적 대면수업’","호남대학교(총장 박상철)가 12일부터 보건과학대학과 인문사회대학, 경영대학 등 3개 단과대학에서 제한적 대면수업에 돌입했다. 호남대는 이날부터 실습 및 일부 이론...", 2020.10.12 , 대학저널 
57,"군산대 ""천원의 아침밥 먹고 기말고사 잘보세요""",있다. (사진= 군산대 제공) [군산=뉴시스]고석중 기자 = 전북 군산대학교가 1학기 기말고사 기간을 맞아 교내 황룡도서관 앞 광장에서 '천원의 아침밥' 행사를 펼쳐 눈길을..., 2020.06.23 , 뉴시스 
58,대구권 대학 기말고사 시험방식 둘러싸고 혼선,감염 우려 높아… 온라인으로 대체 가능” 17일 오후 부산 금정구 부산대학교에서 학생들이 기말고사에 응시하기 전 발열 체크를 하고 있다. 1학기 비대면 수업이 진행되고..., 2020.06.18 , 한국일보 
59,"기말고사 전날 110명에 ""시험 보류""..교수 사칭 메일이었다",숭실대학교 에브리타임 앱 캡처 숭실대학교에서 대면 기말고사를 하루 앞두고 교수를 사칭한 누군가가 '시험 취소' 메일을 학생들에게 보낸 일이 발생했다. 9일 숭실대에..., 2020.06.09 , 중앙일보 
60,계명대 기말고사 대면시험 무사히 치러,"계명대는 2만 여명의 재학생들이 1학기 기말고사를 대면시험으로 무사히 치루고, 계절...비상연락망을 구축했다. 인근 계명대학교 동산병원과도 협력체계를 구축해 신속한...", 2020.07.17 , 서울신문 
61,기말고사 부정행위 잇따라…중간고사 집단 커닝사태 지속,정황이 외부에 드러나게 됐다. 지난 18일 온라인으로 치러진 한국외국어대학교 교양과목 기말고사에서도 카카오톡 오픈채팅방을 통해 정답이 수강생들 사이에 공유됐다..., 2020.06.24 , 재경일보 
62,"와이즈유, 대면 기말고사 응원 이벤트 진행",(부산=국제뉴스) 김옥빈 기자 = 와이즈유(영산대학교)는 기말고사를 치르는 재학생들을 위해 '기말고사 응원 이벤트'를 진행했다. 와이즈유 대학혁신지원사업단과 대학..., 2020.06.16 , 국제뉴스 
63,"군산대, 기말고사 동안 학생에 '1000원 아침밥' 지원",군산대학교가 올해 1학기 기말고사 기간을 맞아 교내 황룡도서관 앞 광장에서 '천 원의 아침밥' 행사를 전개하고 있다고 23일 밝혔다. 천원의 아침밥 이벤트는 기말고사..., 2020.06.23 , 머니투데이 
64,방역 준수 속 대학가 기말고사,(부산=연합뉴스) 손형주 기자 = 17일 오후 부산 금정구 부산대학교에서 학생들이 기말고사에 응시하기 전 발열 체크를 하고 있다. 1학기 비대면 수업이 진행되고 있는 부산..., 2020.06.17 , 연합뉴스 
65,방역 준수 속 대학가 기말고사,(부산=연합뉴스) 손형주 기자 = 17일 오후 부산 금정구 부산대학교에서 학생들이 기말고사에 응시하기 전 발열 체크를 하고 있다. 1학기 비대면 수업이 진행되고 있는 부산..., 2020.06.17 , 연합뉴스 
66,학교에서 기말고사 치르는 부산대,(부산=연합뉴스) 손형주 기자 = 17일 오후 부산 금정구 부산대학교에서 학생들이 기말고사에 응시하기 전 발열 체크를 하고 있다. 1학기 비대면 수업이 진행되고 있는 부산..., 2020.06.17 , 연합뉴스 
67,학교에서 기말고사 치르는 부산대,(부산=연합뉴스) 손형주 기자 = 17일 오후 부산 금정구 부산대학교에서 학생들이 기말고사에 응시하기 전 발열 체크를 하고 있다. 1학기 비대면 수업이 진행되고 있는 부산..., 2020.06.17 , 연합뉴스 
68,'기말고사 실기 치르는 무용과 학생',19 여파로 비대면 수업을 실시하고 있는 22일 전북 전주시 전북대학교 무용학과 실습실에서 기말고사 첫 대면 실기시험 치러져 학생들이 시험을 보고 있다. 2020.6.22/뉴스1..., 2020.06.22 , 뉴스1 
69,"군산대, 기말고사 기간 학생들에 천원 아침밥 지원",군산대학교가 기말고사 기간을 맞아 교내 황룡도서관 앞 광장에서 ‘천원의 아침밥’ 행사를 갖고 있다. ‘천원의 아침밥’은 기말고사 기간 동안 조기 등교로 아침 식사를..., 2020.06.23 , 새전북신문 
70,"계명대, 1학기 기말고사 대면시험 완료..계절학기 준비","계명대학교는 최근 2만여 명의 재학생이 1학기 기말고사를 대면시험으로 무사히 치르고, 계절학기 준비에 돌입했다고 17일 밝혔다. 계명대는 지난달 23일부터 17일까지 기말...", 2020.07.17 , 머니투데이 
71,'대면시험 논란' 기말고사 끝났지만..성적·등록금 놓고 대학가 갈등,대학교에서 1학기 기말고사가 치러지고 방학을 하는 학교가 늘고 있지만 신종 코로나바이러스 감염증(코로나19)으로 인한 대학가 갈등은 진행형이다. 앞서 대학가에서는..., 2020.06.23 , 중앙일보 
72,김선호 “초등생의 진짜 심리가 궁금하다면”,"중간 기말고사가 있다는 말로 아이를 몰아가면서 입시의 시작을 알리지 말아주시기 바랍니다. 그보다는 지난 6년간 초등생활하면서 가장 후회된 것은 무엇인지, 아쉬운 것들...",,
73,"가톨릭대, 올해 1학기 온·오프라인 기말고사 순항",가톨릭대학교는 올해 1학기 기말고사를 온·오프라인으로 순조롭게 진행하고 있다고 22일 밝혔다. 가톨릭대는 온라인 시험이 불가피한 약 14.6%의 과목에 한해 대면 시험을..., 2020.06.22 , 머니투데이 
74,기말고사 비대면 실시 요구,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 최대영 총학생회 직무대행이 코로나19 유행에..., 2020.06.05 , 연합뉴스 
75,기말고사 비대면 실시 요구,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 최대영 총학생회 직무대행이 코로나19 유행에..., 2020.06.05 , 연합뉴스 
76,"""코로나에 공부방 잃은 '공시족'을 잡아라""..대학가 고시텔의 변신",있다. 숙박까지 포함할 경우 하루 2만원선이다. A 고시원 사장은 “중간고사나 기말고사와 같은 대학교 시험기간에 일주일 단위로 방을 빌려준 적은 있었지만 이번처럼 하루..., 2020.09.13 , 서울경제 
77,[그립습니다] 박호용 씨 스승님 故 육종수 교수,"중간 기말고사 때 '헌법전문'만 적어도 기본점수는 주는 교수다. 그래서 학생 중 일부가 그것을 악용한다. 하지만 헌법전문이 기본인 것은 사실""이라고 말씀하셨다. 16년이...", 2020.10.11 , 매일신문 
78,"서울대 학생들 ""대학, 기말고사 커닝 방지책 내놔야""",코로나19 확산 조짐으로 인해 대면 시험에 대한 우려의 목소리가 나오자 서울대학교 학생 사회에서 기말고사를 비대면 방식으로 실시하며 절대평가 방식을 적용해달라는...,,
79,"광산경찰, 시험성적 조작 등 의혹 남부대 '압수수색'",시험성적 조작 등의 의혹이 제기된 남부대학교에 대한 압수수색을 실시하는 등 수사에...졌다. 경찰은 A 교수가 중간고사와 기말고사 등 학과시험에 불참한 일부 학생들에게..., 2020.09.23 , 노컷뉴스 
80,기말고사 평가 비대면으로 실시하라,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 최대영 총학생회 직무대행이 코로나19 유행에..., 2020.06.05 , 연합뉴스 
81,기말고사 평가 비대면으로 실시하라,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 최대영 총학생회 직무대행이 코로나19 유행에..., 2020.06.05 , 연합뉴스 
82,기말고사 평가 비대면으로 실시하라,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 최대영 총학생회 직무대행이 코로나19 유행에..., 2020.06.05 , 연합뉴스 
83,"고3, 기말고사에 '집중'..자기관리 신경 써야","다해서 기말고사를 잘 치러야 하겠습니다. 유나영 아나운서 수능과 관련해서 EBS 연계율도 중요하잖아요. 아직까지는 70% 수준을 유지하고 있는데, 아무래도 코로나19...", 2020.06.30 , EBS 
84,"경남정보대 총학생회, 기말고사 앞두고 대대적인 방역소독",[부산=뉴시스] 경남정보대학교 총학생회는 기말고사를 앞두고 학생들의 안전을 위협하는 신종 코로나바이러스 감염증(코로나19) 예방을 위해 강의실과 휴식공간 등 캠퍼스..., 2020.06.17 , 뉴시스 
85,"경남정보대 총학생회, 기말고사 앞두고 대대적인 방역소독",[부산=뉴시스] 경남정보대학교 총학생회는 기말고사를 앞두고 학생들의 안전을 위협하는 신종 코로나바이러스 감염증(코로나19) 예방을 위해 강의실과 휴식공간 등 캠퍼스..., 2020.06.17 , 뉴시스 
86,"계명대, 대면 기말시험 안전하게 마무리",코로나19 사태가 장기화되고 있는 가운데 계명대학교가 기말고사를 철저한 방역조치 하에 대면시험으로 무사히 치러냈다. 계명대는 지난 6월 23일부터 7월 17일까지 2020..., 2020.07.19 , 경북매일 
87,"서울대생 ""코로나19 재확산..기말고사 전면 비대면 필요""",서울대학교 총학생회가 모든 기말고사를 비대면으로 진행해달라고 학교에 요구했습니다. 서울대 총학생회 대행은 오늘(5일) 기자회견을 열고 지난달부터 이태원 클럽 발 등..., 2020.06.05 , YTN 
88,기말고사 실기 준비하는 학생들,19 여파로 비대면 수업을 실시하고 있는 22일 전북 전주시 전북대학교 무용학과 실습실에서 치러진 기말고사 첫 대면 실기시험에 앞서 학생들이 최종 연습을 하며 시험 준비..., 2020.06.22 , 뉴스1 
89,한국외국어대학교 재학생 700여명이 기말고사에서 집단 부정행위...,"한국외국어대학교의 학생 700여명이 기말고사에서 집단으로 부정행위를 저질렀다는 보도가 나온 가운데, 대학 측이 ”문제가 심각한 경우 학생 징계위원회에 회부하겠다”고...", 2020.06.23 , 허핑턴포스트코리아 
90,기말고사 비대면 실시 요구 구호 외치는 학생들,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 학생들이 코로나19 유행에 따른 학생 건강권 보장..., 2020.06.05 , 연합뉴스 
91,기말고사 비대면 실시 요구 구호 외치는 학생들,(서울=연합뉴스) 정하종 기자 = 5일 오전 서울 관악구 서울대학교에서 열린 '기말고사 실시 방침 변경 촉구 기자회견'에서 학생들이 코로나19 유행에 따른 학생 건강권 보장..., 2020.06.05 , 연합뉴스 
92,"""기말고사 전면 비대면""vs""교수 재량""..서울대 시험방식 놓고 논란",뉴스1) 온다예 기자 = 신종 코로나바이러스 감염증(코로나19) 사태로 기말고사를 앞둔 주요 대학교에서 시험방식을 두고 논란이 일고 있다. 대면과 비대면 두 방식을 교수..., 2020.06.03 , 뉴스1 
93,시험 기간 의대생에게 귀여운 동물 영상 보여주자 불안·스트레스...,불안 정도가 감소했다는 내용이다. @cnn기말고사 기간에 의대생에게 귀여운 동물 영상...생겼다”며 영국 리즈대학교 안드레아 어틀리(Andrea Utley) 교수의 연구결과를..., 2020.10.03 , 데일리벳 
94,교수가 제자에 불법 자격증 팔아…휴지조각 된 태권도 사범의 꿈,혹은 기말고사를 정상적으로 치른 학생 등 누구나 쉽게 해당 과목의 자격증을 발급받을 수 있는 자격을 부여했다. 졸업한 뒤 취업에 나서야 하는 학생들 입장에서는 전공..., 2020.10.07 , 일요신문 
95,"안산대학교, 기말고사 이벤트 '도서관에서 간식 받고 A+받고'",[한국대학신문 오지희 기자] 안산대학교(총장 안규철)는 19일 기말고사 기간을 맞아 다양한 이벤트를 실시했다. 안산대학교 도서관에서 준비한 ‘도서관에서 간식 받고 A..., 2019.06.21 , 한국대학신문 
